iter	MultiClass
142	0.0002387016188
143	0.0002386467506
144	0.000236080841
145	0.0002360262953
146	0.0002359718577
147	0.0002347422209
148	0.0002305308806
149	0.0002294855402
150	0.0002271280942
151	0.0002270900539
152	0.0002248491436
153	0.0002209294882
154	0.0002208908012
155	0.0002208529125
156	0.0002208204798
157	0.0002207830493
158	0.0002207457016
159	0.0002207088728
160	0.0002206740775
161	0.000220644559
162	0.0002206032208
163	0.0002205780523
164	0.0002205524984
165	0.0002205183326
166	0.000220493493
167	0.0002204624904
168	0.0002204302545
169	0.0002204022968
170	0.0002203730289
171	0.0002203504145
172	0.0002203234165
173	0.0002202877249
174	0.000216547568
175	0.0002165248322
176	0.0002111864077
177	0.0002111570282
178	0.000211129699
179	0.0002077728183
180	0.0002077481205
181	0.0002077284016
182	0.0002058617238
183	0.0002058384456
184	0.0002058171685
185	0.0002009488299
186	0.0002009233937
187	0.0002009000436
188	0.0002008822159
189	0.000199099264
190	0.0001974423379
191	0.0001974120235
192	0.0001973872403
193	0.0001928719866
194	0.0001928473652
195	0.0001928188544
196	0.0001928005387
197	0.0001927753065
198	0.0001899818688
199	0.0001899635184
200	0.0001884885727
201	0.0001884652571
202	0.0001884406213
203	0.0001842069533
204	0.0001841835577
205	0.0001841553712
206	0.0001841344906
207	0.0001841153865
208	0.0001840944591
209	0.0001800975193
210	0.000180079546
211	0.0001787442603
212	0.0001787236227
213	0.0001787018969
214	0.0001773831408
215	0.0001773627957
216	0.0001773399411
217	0.0001773245131
218	0.0001773006341
219	0.0001772775732
220	0.000176010963
221	0.0001759914847
222	0.0001759715698
223	0.0001759513185
224	0.0001759336899
225	0.0001759141533
226	0.0001758945837
227	0.0001758687538
228	0.0001758477261
229	0.0001735129277
230	0.0001729654508
231	0.0001717885875
232	0.0001717712793
233	0.0001717547976
234	0.0001717403494
235	0.0001712171483
236	0.0001711964746
237	0.0001676509699
238	0.000167105501
239	0.0001670883562
240	0.0001670711244
241	0.0001649774964
242	0.0001639250532
243	0.0001639048771
244	0.0001638875716
245	0.0001628626864
246	0.0001618605374
247	0.0001614280327
248	0.0001614142918
249	0.0001613932279
250	0.0001593925039
251	0.0001593764952
252	0.0001593637206
253	0.0001584315284
254	0.0001584173138
255	0.0001583983134
256	0.0001583836921
257	0.000158364397
258	0.0001583414395
259	0.0001583255318
260	0.0001583115382
261	0.0001573637654
262	0.0001573453953
263	0.0001573266249
264	0.0001573136395
265	0.0001572939933
266	0.0001569022028
267	0.0001568840171
268	0.0001568645371
269	0.0001568512997
270	0.0001568293265
271	0.0001568142759
272	0.0001567988391
273	0.0001567826284
274	0.0001567682589
275	0.0001567501897
276	0.0001558562715
277	0.0001554793769
278	0.0001554641546
279	0.0001554507656
280	0.0001554368152
281	0.0001545746736
282	0.0001537412807
283	0.0001537245415
284	0.0001519856887
285	0.0001502434017
286	0.0001502253134
287	0.0001498881925
288	0.0001482587847
289	0.0001482440929
290	0.0001482294154
291	0.0001482122057
292	0.0001481936689
293	0.0001481796451
294	0.0001481626932
295	0.0001481509453
296	0.0001481334757
297	0.0001481193427
298	0.0001465242381
299	0.000146507526
300	0.0001464922105
301	0.0001464805392
302	0.0001464685451
303	0.0001464545833
304	0.0001457332189
305	0.0001457208751
306	0.0001457066374
307	0.000145688611
308	0.0001456717172
309	0.0001456525067
310	0.0001456390538
311	0.000145625965
312	0.0001456127778
313	0.0001455972186
314	0.000145581277
315	0.000145570274
316	0.0001455598163
317	0.0001455481084
318	0.0001439837588
319	0.0001439742136
320	0.0001439622794
321	0.0001412475744
322	0.0001412319285
323	0.0001412181963
324	0.0001412019634
325	0.0001411858029
326	0.000141172761
327	0.0001411610413
328	0.0001396909893
329	0.0001396756795
330	0.0001396646522
331	0.0001396516422
332	0.0001396356975
333	0.0001389616518
334	0.0001383213655
335	0.0001383094515
336	0.0001382989426
337	0.0001382840257
338	0.000138268559
339	0.0001382565375
340	0.0001382452112
341	0.0001368857838
342	0.0001368734135
343	0.0001368616748
344	0.0001368443529
345	0.0001365710885
346	0.0001365588841
347	0.0001365443712
348	0.0001365315747
349	0.0001365144614
350	0.0001363248898
351	0.0001363105527
352	0.0001362963664
353	0.0001362865813
354	0.0001356812011
355	0.00013567042
356	0.000135651837
357	0.0001356374185
358	0.0001356189791
359	0.0001355999348
360	0.0001355885563
361	0.0001353304244
362	0.0001353187722
363	0.0001353063379
364	0.0001352927594
365	0.0001352766859
366	0.0001352604533
367	0.0001352502907
368	0.0001352406457
369	0.0001352300974
370	0.0001352165303
371	0.0001352031881
372	0.0001351911555
373	0.0001346035189
374	0.0001322537015
375	0.0001322420059
376	0.0001298991182
377	0.0001298890309
378	0.000129877685
379	0.0001298663593
380	0.000129628529
381	0.0001296148815
382	0.0001296045474
383	0.0001295960144
384	0.0001290582162
385	0.0001290452206
386	0.0001290334606
387	0.0001290208923
388	0.0001290080857
389	0.000128996739
390	0.0001278944206
391	0.0001278817743
392	0.0001278698919
393	0.0001278580771
394	0.0001273390163
395	0.0001273277713
396	0.000125125235
397	0.0001251164321
398	0.0001251061345
399	0.0001250951789
400	0.0001250822245
401	0.0001250674611
402	0.0001250567649
403	0.0001250463889
404	0.0001245358448
405	0.000124401826
406	0.0001243899965
407	0.0001243797101
408	0.0001243705945
409	0.000124359573
410	0.0001243488961
411	0.0001243387351
412	0.0001241270349
413	0.0001220947726
414	0.0001218904298
415	0.0001218762266
416	0.0001218638141
417	0.0001218548767
418	0.0001218439692
419	0.0001213758795
420	0.00012136508
421	0.0001213532806
422	0.0001213426277
423	0.0001213333158
424	0.0001208513607
425	0.0001188460547
426	0.000118832901
427	0.0001188187025
428	0.0001188071735
429	0.0001168380731
430	0.0001168275984
431	0.0001158535166
432	0.0001158431721
433	0.0001158317249
434	0.0001158230322
435	0.0001158148883
436	0.0001156358146
437	0.0001156244302
438	0.0001156145375
439	0.0001156064029
440	0.000114622775
441	0.0001146113934
442	0.0001146012532
443	0.0001144263294
444	0.0001144166922
445	0.0001144059258
446	0.0001143948232
447	0.0001143849772
448	0.0001143740508
449	0.0001143616016
450	0.0001143524641
451	0.0001143427226
452	0.0001143329
453	0.0001143246417
454	0.0001141502735
455	0.000112404859
456	0.0001119989185
457	0.0001119898625
458	0.0001119786191
459	0.0001119678783
460	0.0001118005686
461	0.0001117909897
462	0.0001117784166
463	0.0001100890115
464	0.0001100792443
465	0.0001100702014
466	0.0001100596997
467	0.0001085623604
468	0.000108552761
469	0.000108543365
470	0.0001085340259
471	0.0001085234927
472	0.0001085131152
473	0.0001083506644
474	0.0001083416894
475	0.0001083318841
476	0.0001083225494
477	0.0001083115335
478	0.0001083036907
479	0.0001082921109
480	0.0001082820344
481	0.0001082726156
482	0.0001082626968
483	0.0001082535682
484	0.0001082440085
485	0.000107881057
486	0.0001078721675
487	0.0001078654017
488	0.0001078568941
489	0.0001074858545
490	0.0001074755689
491	0.0001074677592
492	0.0001074589877
493	0.0001061548214
494	0.0001060083043
495	0.0001059968498
496	0.0001059879053
497	0.0001059797164
498	0.0001059695969
499	0.0001059627428
500	0.0001059546441
501	0.0001059452016
502	0.0001059351296
503	0.0001059263668
504	0.0001059164936
505	0.000105907555
506	0.0001058979516
507	0.0001058895825
508	0.0001055035179
509	0.0001053546953
510	0.0001045334138
511	0.0001045249926
512	0.0001045169653
513	0.0001045086052
514	0.0001044981265
515	0.0001044898195
516	0.0001044809684
517	0.0001044741617
518	0.0001044649409
519	0.0001044582831
520	0.0001044499381
521	0.00010444224
522	0.0001044343321
523	0.0001044268127
524	0.0001044181812
525	0.0001044096157
526	0.0001044022585
527	0.0001043916261
528	0.000104385429
529	0.0001043787089
530	0.0001043682358
531	0.0001035784776
532	0.0001035692813
533	0.0001035603871
534	0.0001035528421
535	0.0001035432511
536	0.0001034066634
537	0.0001033962797
538	0.0001032630864
539	0.0001032527692
540	0.0001032451317
541	0.0001032373441
542	0.0001032313394
543	0.0001032229783
544	0.0001032155245
545	0.0001032071502
546	0.0001030729563
547	0.0001030627653
548	0.0001029319111
549	0.0001017029144
550	0.0001016952608
551	0.0001016872837
552	0.0001009448847
553	0.0001006268793
554	0.0001006197757
555	9.920893411e-05
556	9.920041557e-05
557	9.919174243e-05
558	9.91818284e-05
559	9.917480861e-05
560	9.905300296e-05
561	9.90449707e-05
562	9.903694463e-05
563	9.873762277e-05
564	9.872754711e-05
565	9.842771263e-05
566	9.841829937e-05
567	9.840850829e-05
568	9.840112435e-05
569	9.839540456e-05
570	9.838726672e-05
571	9.838162535e-05
572	9.837348852e-05
573	9.836516336e-05
574	9.835885815e-05
575	9.69543775e-05
576	9.694676153e-05
577	9.694017964e-05
578	9.69314685e-05
579	9.667603764e-05
580	9.536573514e-05
581	9.535982524e-05
582	9.470066763e-05
583	9.469345286e-05
584	9.468597162e-05
585	9.467910463e-05
586	9.467116177e-05
587	9.338015816e-05
588	9.337313371e-05
589	9.336586118e-05
590	9.325281669e-05
591	9.324323924e-05
592	9.323615609e-05
593	9.312861285e-05
594	9.312205168e-05
595	9.311183916e-05
596	9.310529731e-05
597	9.309818453e-05
598	9.30891116e-05
599	9.308262508e-05
600	9.297879108e-05
601	9.297227115e-05
602	9.296512474e-05
603	9.295950475e-05
604	9.269343657e-05
605	9.169746256e-05
606	9.108904896e-05
607	9.108121336e-05
608	9.107450078e-05
609	9.106768293e-05
610	9.105882774e-05
611	9.105310108e-05
612	9.104679569e-05
613	9.103933558e-05
614	9.103214144e-05
615	9.102543981e-05
616	9.076150482e-05
617	9.075598606e-05
618	9.074867246e-05
619	9.074106091e-05
620	9.073335459e-05
621	9.065565023e-05
622	9.064871175e-05
623	9.064209697e-05
624	9.005211482e-05
625	9.004550299e-05
626	9.003890652e-05
627	9.003242451e-05
628	9.002550733e-05
629	8.942603873e-05
630	8.933243523e-05
631	8.932586916e-05
632	8.931574891e-05
633	8.838145397e-05
634	8.837299468e-05
635	8.836764943e-05
636	8.83616414e-05
637	8.835535199e-05
638	8.834994218e-05
639	8.834146732e-05
640	8.833608263e-05
641	8.83315641e-05
642	8.832471956e-05
643	8.831767507e-05
644	8.831121865e-05
645	8.830493608e-05
646	8.829865123e-05
647	8.806177795e-05
648	8.805493897e-05
649	8.80481076e-05
650	8.695739686e-05
651	8.675338948e-05
652	8.6746888e-05
653	8.578555687e-05
654	8.577855927e-05
655	8.577258732e-05
656	8.576673261e-05
657	8.576077991e-05
658	8.575449323e-05
659	8.51974527e-05
660	8.519262357e-05
661	8.518580014e-05
662	8.51800905e-05
663	8.5175075e-05
664	8.495783747e-05
665	8.495216427e-05
666	8.494334662e-05
667	8.493725945e-05
668	8.471159033e-05
669	8.470440284e-05
670	8.469655937e-05
671	8.468989134e-05
672	8.415655187e-05
673	8.415162361e-05
674	8.329800157e-05
675	8.329207024e-05
676	8.328432826e-05
677	8.32768639e-05
678	8.327101577e-05
679	8.326446678e-05
680	8.325805675e-05
681	8.325146613e-05
682	8.32435405e-05
683	8.323768773e-05
684	8.302932903e-05
685	8.302362081e-05
686	8.30170418e-05
687	8.301238896e-05
688	8.280787243e-05
689	8.20063324e-05
690	8.199885752e-05
691	8.199053172e-05
692	8.10386398e-05
693	8.095721766e-05
694	8.095113292e-05
695	8.0945807e-05
696	8.093945935e-05
697	8.093325865e-05
698	8.092850441e-05
699	8.09220971e-05
700	8.091685816e-05
701	8.091029278e-05
702	8.09041558e-05
703	8.08978273e-05
704	8.08924477e-05
705	8.088748159e-05
706	7.99505189e-05
707	7.994453156e-05
708	7.978578746e-05
709	7.97804432e-05
710	7.970992659e-05
711	7.96342305e-05
712	7.962892326e-05
713	7.942459519e-05
714	7.935052775e-05
715	7.934512708e-05
716	7.934018274e-05
717	7.926606493e-05
718	7.879955146e-05
719	7.879480883e-05
720	7.878979288e-05
721	7.878326645e-05
722	7.877626612e-05
723	7.832649036e-05
724	7.831956258e-05
725	7.831499145e-05
726	7.830954818e-05
727	7.823921354e-05
728	7.816873138e-05
729	7.816313246e-05
730	7.809563378e-05
731	7.808979152e-05
732	7.791064248e-05
733	7.790542349e-05
734	7.7195802e-05
735	7.71905419e-05
736	7.701439932e-05
737	7.701035256e-05
738	7.700509578e-05
739	7.699894313e-05
740	7.699222828e-05
741	7.69863277e-05
742	7.691981488e-05
743	7.691352876e-05
744	7.690831709e-05
745	7.690434242e-05
746	7.689894936e-05
747	7.689378265e-05
748	7.68887258e-05
749	7.688395546e-05
750	7.687770725e-05
751	7.603093544e-05
752	7.58602901e-05
753	7.585459792e-05
754	7.585020841e-05
755	7.584434851e-05
756	7.583844866e-05
757	7.583406842e-05
758	7.582904668e-05
759	7.582343533e-05
760	7.581874691e-05
761	7.581395654e-05
762	7.499172206e-05
763	7.498540636e-05
764	7.498038594e-05
765	7.497491777e-05
766	7.497008483e-05
767	7.496589631e-05
768	7.496139418e-05
769	7.495612195e-05
770	7.411703882e-05
771	7.411133477e-05
772	7.410610735e-05
773	7.409978371e-05
774	7.409590791e-05
775	7.392932006e-05
776	7.392243937e-05
777	7.391795737e-05
778	7.391420079e-05
779	7.385098393e-05
780	7.384607651e-05
781	7.384145667e-05
782	7.383659312e-05
783	7.383036079e-05
784	7.382505362e-05
785	7.382014379e-05
786	7.381469307e-05
787	7.380865629e-05
788	7.380383555e-05
789	7.338445789e-05
790	7.337955381e-05
791	7.337502565e-05
792	7.33699356e-05
793	7.322964295e-05
794	7.322433602e-05
795	7.321906017e-05
796	7.321525465e-05
797	7.321032358e-05
798	7.32035258e-05
799	7.319727085e-05
800	7.319202071e-05
801	7.318765727e-05
802	7.318363891e-05
803	7.317869187e-05
804	7.317265206e-05
805	7.316730114e-05
806	7.316225663e-05
807	7.315778401e-05
808	7.315246301e-05
809	7.31473346e-05
810	7.314277439e-05
811	7.313839136e-05
812	7.313357446e-05
813	7.312891765e-05
814	7.297300428e-05
815	7.296917885e-05
816	7.296475329e-05
817	7.296092017e-05
818	7.295604263e-05
819	7.294947632e-05
820	7.294468378e-05
821	7.294095897e-05
822	7.293605881e-05
823	7.293105627e-05
824	7.292713418e-05
825	7.29210968e-05
826	7.291605687e-05
827	7.291113602e-05
828	7.290700779e-05
829	7.29028831e-05
830	7.226633976e-05
831	7.226294923e-05
832	7.225822898e-05
833	7.225287342e-05
834	7.224916423e-05
835	7.224437518e-05
836	7.223946276e-05
837	7.223510412e-05
838	7.222928017e-05
839	7.222487602e-05
840	7.222058617e-05
841	7.221691431e-05
842	7.221130057e-05
843	7.214900028e-05
844	7.214444168e-05
845	7.21399255e-05
846	7.213512787e-05
847	7.21303379e-05
848	7.197396965e-05
849	7.196982357e-05
850	7.1966122e-05
851	7.196133038e-05
852	7.13544266e-05
853	7.135035651e-05
854	7.121338219e-05
855	7.115676279e-05
856	7.115251869e-05
857	7.114866607e-05
858	7.114395576e-05
859	7.037650401e-05
860	7.00093261e-05
861	7.000501557e-05
862	7.000035242e-05
863	6.925738383e-05
864	6.911511757e-05
865	6.911109846e-05
866	6.898570225e-05
867	6.863042133e-05
868	6.86253396e-05
869	6.861996207e-05
870	6.861494221e-05
871	6.861121988e-05
872	6.860732698e-05
873	6.860283696e-05
874	6.859727555e-05
875	6.859323434e-05
876	6.85881978e-05
877	6.858356701e-05
878	6.852918369e-05
879	6.852463712e-05
880	6.852058948e-05
881	6.851626089e-05
882	6.851312364e-05
883	6.850890357e-05
884	6.850488775e-05
885	6.795389498e-05
886	6.795028348e-05
887	6.723667082e-05
888	6.723289335e-05
889	6.689820033e-05
890	6.689340399e-05
891	6.68889098e-05
892	6.6885306e-05
893	6.687969296e-05
894	6.687533132e-05
895	6.687131233e-05
896	6.686822841e-05
897	6.67405809e-05
898	6.673701337e-05
899	6.673340791e-05
900	6.672971468e-05
901	6.672573491e-05
902	6.659570003e-05
903	6.659236805e-05
904	6.658756477e-05
905	6.658426846e-05
906	6.658101817e-05
907	6.654964933e-05
908	6.654539367e-05
909	6.65410316e-05
910	6.653597736e-05
911	6.586225062e-05
912	6.585919393e-05
913	6.585482685e-05
914	6.572757696e-05
915	6.572429926e-05
916	6.572037945e-05
917	6.571711367e-05
918	6.571363361e-05
919	6.571015222e-05
920	6.570597616e-05
921	6.566573778e-05
922	6.566216377e-05
923	6.565724665e-05
924	6.565358781e-05
925	6.56499354e-05
926	6.564568131e-05
927	6.563994132e-05
928	6.563566988e-05
929	6.5632072e-05
930	6.562888934e-05
931	6.562509478e-05
932	6.562082869e-05
933	6.561728879e-05
934	6.56140313e-05
935	6.560943421e-05
936	6.560545161e-05
937	6.531651907e-05
938	6.531276281e-05
939	6.530929361e-05
940	6.530510465e-05
941	6.530223133e-05
942	6.529872721e-05
943	6.529479737e-05
944	6.463340403e-05
945	6.462910828e-05
946	6.462602708e-05
947	6.457792883e-05
948	6.426743923e-05
949	6.426370022e-05
950	6.426096044e-05
951	6.425539599e-05
952	6.395279583e-05
953	6.390650715e-05
954	6.390306838e-05
955	6.389945981e-05
956	6.389547299e-05
957	6.328848704e-05
958	6.328519913e-05
959	6.328192137e-05
960	6.327820424e-05
961	6.327517661e-05
962	6.327051602e-05
963	6.326655015e-05
964	6.326247933e-05
965	6.325906799e-05
966	6.26460607e-05
967	6.264309351e-05
968	6.251913046e-05
969	6.247561799e-05
970	6.247215417e-05
971	6.24272038e-05
972	6.242319463e-05
973	6.230471562e-05
974	6.219091093e-05
975	6.218680115e-05
976	6.218368506e-05
977	6.217968906e-05
978	6.217701866e-05
979	6.217357239e-05
980	6.216930944e-05
981	6.216536736e-05
982	6.216041818e-05
983	6.170141136e-05
984	6.169814299e-05
985	6.169501133e-05
986	6.165227301e-05
987	6.164840187e-05
988	6.164436144e-05
989	6.164101039e-05
990	6.163753224e-05
991	6.16344904e-05
992	6.163063801e-05
993	6.162697951e-05
994	6.162306512e-05
995	6.151423127e-05
996	6.151058453e-05
997	6.150785874e-05
998	6.150503998e-05
999	6.150082666e-05
